image_filename,scientificName
Black_Footed_Albatross_0046_18.jpg,Phoebastria nigripes
Black_Footed_Albatross_0009_34.jpg,Phoebastria nigripes
Black_Footed_Albatross_0002_55.jpg,Phoebastria nigripes
Black_Footed_Albatross_0074_59.jpg,Phoebastria nigripes
Black_Footed_Albatross_0014_89.jpg,Phoebastria nigripes
Black_Footed_Albatross_0085_92.jpg,Phoebastria nigripes
Black_Footed_Albatross_0031_100.jpg,Phoebastria nigripes
Black_Footed_Albatross_0051_796103.jpg,Phoebastria nigripes
Black_Footed_Albatross_0010_796097.jpg,Phoebastria nigripes
Black_Footed_Albatross_0025_796057.jpg,Phoebastria nigripes
Black_Footed_Albatross_0023_796059.jpg,Phoebastria nigripes
Black_Footed_Albatross_0086_796062.jpg,Phoebastria nigripes
Black_Footed_Albatross_0049_796063.jpg,Phoebastria nigripes
Black_Footed_Albatross_0006_796065.jpg,Phoebastria nigripes
Black_Footed_Albatross_0040_796066.jpg,Phoebastria nigripes
Black_Footed_Albatross_0016_796067.jpg,Phoebastria nigripes
Black_Footed_Albatross_0065_796068.jpg,Phoebastria nigripes
Black_Footed_Albatross_0089_796069.jpg,Phoebastria nigripes
Black_Footed_Albatross_0042_796071.jpg,Phoebastria nigripes
Black_Footed_Albatross_0067_170.jpg,Phoebastria nigripes
Black_Footed_Albatross_0060_796076.jpg,Phoebastria nigripes
Black_Footed_Albatross_0090_796077.jpg,Phoebastria nigripes
Black_Footed_Albatross_0056_796078.jpg,Phoebastria nigripes
Black_Footed_Albatross_0061_796082.jpg,Phoebastria nigripes
Black_Footed_Albatross_0008_796083.jpg,Phoebastria nigripes
Black_Footed_Albatross_0033_796086.jpg,Phoebastria nigripes
Black_Footed_Albatross_0024_796089.jpg,Phoebastria nigripes
Black_Footed_Albatross_0005_796090.jpg,Phoebastria nigripes
Black_Footed_Albatross_0026_796095.jpg,Phoebastria nigripes
Black_Footed_Albatross_0080_796096.jpg,Phoebastria nigripes
Black_Footed_Albatross_0047_796064.jpg,Phoebastria nigripes
Black_Footed_Albatross_0017_796098.jpg,Phoebastria nigripes
Black_Footed_Albatross_0064_796101.jpg,Phoebastria nigripes
Black_Footed_Albatross_0076_417.jpg,Phoebastria nigripes
Black_Footed_Albatross_0019_796104.jpg,Phoebastria nigripes
Black_Footed_Albatross_0057_796106.jpg,Phoebastria nigripes
Black_Footed_Albatross_0041_796108.jpg,Phoebastria nigripes
Black_Footed_Albatross_0053_796109.jpg,Phoebastria nigripes
Black_Footed_Albatross_0001_796111.jpg,Phoebastria nigripes
Black_Footed_Albatross_0071_796113.jpg,Phoebastria nigripes
Black_Footed_Albatross_0077_796114.jpg,Phoebastria nigripes
Black_Footed_Albatross_0032_796115.jpg,Phoebastria nigripes
Black_Footed_Albatross_0038_212.jpg,Phoebastria nigripes
Black_Footed_Albatross_0037_796120.jpg,Phoebastria nigripes
Black_Footed_Albatross_0082_796121.jpg,Phoebastria nigripes
Black_Footed_Albatross_0079_796122.jpg,Phoebastria nigripes
Black_Footed_Albatross_0050_796125.jpg,Phoebastria nigripes
Black_Footed_Albatross_0078_796126.jpg,Phoebastria nigripes
Black_Footed_Albatross_0036_796127.jpg,Phoebastria nigripes
Black_Footed_Albatross_0045_796129.jpg,Phoebastria nigripes
Black_Footed_Albatross_0039_796132.jpg,Phoebastria nigripes
Black_Footed_Albatross_0088_796133.jpg,Phoebastria nigripes
Black_Footed_Albatross_0068_796135.jpg,Phoebastria nigripes
Black_Footed_Albatross_0003_796136.jpg,Phoebastria nigripes
Black_Footed_Albatross_0007_796138.jpg,Phoebastria nigripes
Black_Footed_Albatross_0069_796139.jpg,Phoebastria nigripes
Black_Footed_Albatross_0035_796140.jpg,Phoebastria nigripes
Black_Footed_Albatross_0063_796141.jpg,Phoebastria nigripes
Black_Footed_Albatross_0058_796074.jpg,Phoebastria nigripes
Black_Footed_Albatross_0081_426.jpg,Phoebastria nigripes
Laysan_Albatross_0002_1027.jpg,Phoebastria immutabilis
Laysan_Albatross_0003_1033.jpg,Phoebastria immutabilis
Laysan_Albatross_0082_524.jpg,Phoebastria immutabilis
Laysan_Albatross_0044_784.jpg,Phoebastria immutabilis
Laysan_Albatross_0070_788.jpg,Phoebastria immutabilis
Laysan_Albatross_0050_870.jpg,Phoebastria immutabilis
Laysan_Albatross_0071_792.jpg,Phoebastria immutabilis
Laysan_Albatross_0053_543.jpg,Phoebastria immutabilis
Laysan_Albatross_0081_800.jpg,Phoebastria immutabilis
Laysan_Albatross_0001_545.jpg,Phoebastria immutabilis
Laysan_Albatross_0023_1059.jpg,Phoebastria immutabilis
Laysan_Albatross_0065_809.jpg,Phoebastria immutabilis
Laysan_Albatross_0061_563.jpg,Phoebastria immutabilis
Laysan_Albatross_0085_564.jpg,Phoebastria immutabilis
Laysan_Albatross_0005_565.jpg,Phoebastria immutabilis
Laysan_Albatross_0060_777.jpg,Phoebastria immutabilis
Laysan_Albatross_0055_570.jpg,Phoebastria immutabilis
Laysan_Albatross_0025_571.jpg,Phoebastria immutabilis
Laysan_Albatross_0080_821.jpg,Phoebastria immutabilis
Laysan_Albatross_0092_834.jpg,Phoebastria immutabilis
Laysan_Albatross_0013_910.jpg,Phoebastria immutabilis
Laysan_Albatross_0091_602.jpg,Phoebastria immutabilis
Laysan_Albatross_0102_611.jpg,Phoebastria immutabilis
Laysan_Albatross_0099_869.jpg,Phoebastria immutabilis
Laysan_Albatross_0017_614.jpg,Phoebastria immutabilis
Laysan_Albatross_0047_619.jpg,Phoebastria immutabilis
Laysan_Albatross_0035_876.jpg,Phoebastria immutabilis
Laysan_Albatross_0098_621.jpg,Phoebastria immutabilis
Laysan_Albatross_0088_883.jpg,Phoebastria immutabilis
Laysan_Albatross_0034_628.jpg,Phoebastria immutabilis
Laysan_Albatross_0104_630.jpg,Phoebastria immutabilis
Laysan_Albatross_0058_637.jpg,Phoebastria immutabilis
Laysan_Albatross_0028_643.jpg,Phoebastria immutabilis
Laysan_Albatross_0033_658.jpg,Phoebastria immutabilis
Laysan_Albatross_0075_668.jpg,Phoebastria immutabilis
Laysan_Albatross_0076_671.jpg,Phoebastria immutabilis
Laysan_Albatross_0096_673.jpg,Phoebastria immutabilis
Laysan_Albatross_0064_674.jpg,Phoebastria immutabilis
Laysan_Albatross_0039_924.jpg,Phoebastria immutabilis
Laysan_Albatross_0049_918.jpg,Phoebastria immutabilis
Laysan_Albatross_0012_696.jpg,Phoebastria immutabilis
Laysan_Albatross_0056_500.jpg,Phoebastria immutabilis
Laysan_Albatross_0037_699.jpg,Phoebastria immutabilis
Laysan_Albatross_0006_702.jpg,Phoebastria immutabilis
Laysan_Albatross_0073_927.jpg,Phoebastria immutabilis
Laysan_Albatross_0042_801.jpg,Phoebastria immutabilis
Laysan_Albatross_0004_930.jpg,Phoebastria immutabilis
Laysan_Albatross_0093_725.jpg,Phoebastria immutabilis
Laysan_Albatross_0068_726.jpg,Phoebastria immutabilis
Laysan_Albatross_0040_472.jpg,Phoebastria immutabilis
Laysan_Albatross_0100_735.jpg,Phoebastria immutabilis
Laysan_Albatross_0021_737.jpg,Phoebastria immutabilis
Laysan_Albatross_0029_482.jpg,Phoebastria immutabilis
Laysan_Albatross_0059_488.jpg,Phoebastria immutabilis
Laysan_Albatross_0018_492.jpg,Phoebastria immutabilis
Laysan_Albatross_0083_756.jpg,Phoebastria immutabilis
Laysan_Albatross_0094_1013.jpg,Phoebastria immutabilis
Laysan_Albatross_0103_504.jpg,Phoebastria immutabilis
Laysan_Albatross_0079_506.jpg,Phoebastria immutabilis
Laysan_Albatross_0051_1020.jpg,Phoebastria immutabilis
Sooty_Albatross_0038_1065.jpg,Phoebetria fusca
Sooty_Albatross_0031_1066.jpg,Phoebetria fusca
Sooty_Albatross_0001_1071.jpg,Phoebetria fusca
Sooty_Albatross_0016_1075.jpg,Phoebetria fusca
Sooty_Albatross_0043_1076.jpg,Phoebetria fusca
Sooty_Albatross_0003_1078.jpg,Phoebetria fusca
Sooty_Albatross_0077_1080.jpg,Phoebetria fusca
Sooty_Albatross_0063_1101.jpg,Phoebetria fusca
Sooty_Albatross_0044_1105.jpg,Phoebetria fusca
Sooty_Albatross_0071_1116.jpg,Phoebetria fusca
Sooty_Albatross_0070_796346.jpg,Phoebetria fusca
Sooty_Albatross_0030_1122.jpg,Phoebetria fusca
Sooty_Albatross_0054_796347.jpg,Phoebetria fusca
Sooty_Albatross_0033_1128.jpg,Phoebetria fusca
Sooty_Albatross_0048_1130.jpg,Phoebetria fusca
Sooty_Albatross_0032_1149.jpg,Phoebetria fusca
Sooty_Albatross_0034_1154.jpg,Phoebetria fusca
Sooty_Albatross_0055_1160.jpg,Phoebetria fusca
Sooty_Albatross_0024_1161.jpg,Phoebetria fusca
Sooty_Albatross_0045_1162.jpg,Phoebetria fusca
Sooty_Albatross_0073_1171.jpg,Phoebetria fusca
Sooty_Albatross_0074_1221.jpg,Phoebetria fusca
Sooty_Albatross_0021_796339.jpg,Phoebetria fusca
Sooty_Albatross_0005_796342.jpg,Phoebetria fusca
Sooty_Albatross_0064_796343.jpg,Phoebetria fusca
Sooty_Albatross_0042_1210.jpg,Phoebetria fusca
Sooty_Albatross_0046_1211.jpg,Phoebetria fusca
Sooty_Albatross_0017_796349.jpg,Phoebetria fusca
Sooty_Albatross_0049_796350.jpg,Phoebetria fusca
Sooty_Albatross_0050_796351.jpg,Phoebetria fusca
Sooty_Albatross_0075_796352.jpg,Phoebetria fusca
Sooty_Albatross_0068_796353.jpg,Phoebetria fusca
Sooty_Albatross_0057_796354.jpg,Phoebetria fusca
Sooty_Albatross_0010_796355.jpg,Phoebetria fusca
Sooty_Albatross_0029_796357.jpg,Phoebetria fusca
Sooty_Albatross_0069_796358.jpg,Phoebetria fusca
Sooty_Albatross_0020_796359.jpg,Phoebetria fusca
Sooty_Albatross_0058_796360.jpg,Phoebetria fusca
Sooty_Albatross_0025_796361.jpg,Phoebetria fusca
Sooty_Albatross_0041_796364.jpg,Phoebetria fusca
Sooty_Albatross_0076_796365.jpg,Phoebetria fusca
Sooty_Albatross_0004_796366.jpg,Phoebetria fusca
Sooty_Albatross_0065_796367.jpg,Phoebetria fusca
Sooty_Albatross_0072_796371.jpg,Phoebetria fusca
Sooty_Albatross_0007_796372.jpg,Phoebetria fusca
Sooty_Albatross_0014_796373.jpg,Phoebetria fusca
Sooty_Albatross_0051_796374.jpg,Phoebetria fusca
Sooty_Albatross_0040_796375.jpg,Phoebetria fusca
Sooty_Albatross_0067_796376.jpg,Phoebetria fusca
Sooty_Albatross_0066_796382.jpg,Phoebetria fusca
Sooty_Albatross_0036_796387.jpg,Phoebetria fusca
Sooty_Albatross_0079_796389.jpg,Phoebetria fusca
Sooty_Albatross_0006_796390.jpg,Phoebetria fusca
Sooty_Albatross_0019_796391.jpg,Phoebetria fusca
Sooty_Albatross_0002_796395.jpg,Phoebetria fusca
Sooty_Albatross_0022_796398.jpg,Phoebetria fusca
Sooty_Albatross_0023_796401.jpg,Phoebetria fusca
Sooty_Albatross_0013_796402.jpg,Phoebetria fusca
Groove_Billed_Ani_0068_1538.jpg,Crotophaga sulcirostris
Groove_Billed_Ani_0094_1540.jpg,Crotophaga sulcirostris
Groove_Billed_Ani_0033_1494.jpg,Crotophaga sulcirostris
Groove_Billed_Ani_0069_1546.jpg,Crotophaga sulcirostris
Groove_Billed_Ani_0080_1549.jpg,Crotophaga sulcirostris
